species,gene,hog
Pstein,CONTIG14-_anno1.g16126,N0.HOG0008005
Pstein,CONTIG15+_anno1.g8226,N0.HOG0007689
Pstein,CONTIG15+_anno1.g8253,N0.HOG0006823
Pstein,CONTIG15-_anno1.g8191,N0.HOG0005364
Pstein,CONTIG19+_anno1.g13195,N0.HOG0007880
Pstein,CONTIG19-_anno1.g13381,N0.HOG0007214
Pstein,CONTIG19-_anno2.g12362,N0.HOG0007070
Pstein,CONTIG21+_anno1.g4081,N0.HOG0006194
Pstein,CONTIG21-_anno1.g4059,N0.HOG0006989
Pstein,CONTIG23+_anno1.g10008,N0.HOG0007772
Pstein,CONTIG23+_anno1.g10091,N0.HOG0006537
Pstein,CONTIG23+_anno1.g9993,N0.HOG0007992
Pstein,CONTIG27+_anno1.g9863,N0.HOG0008954
Pstein,CONTIG27+_anno1.g9943,N0.HOG0007357
Pstein,CONTIG27+_anno2.g7597,N0.HOG0007950
Pstein,CONTIG27-_anno1.g9889,N0.HOG0006080
Pstein,CONTIG28-_anno1.g5394,N0.HOG0007953
Pstein,CONTIG28-_anno1.g5516,N0.HOG0007443
Pstein,CONTIG30-_anno1.g3570,N0.HOG0006546
Pstein,CONTIG32+_anno1.g11557,N0.HOG0006387
Pstein,CONTIG32-_anno1.g11554,N0.HOG0006841
Pstein,CONTIG34+_anno1.g15032,N0.HOG0001010
Pstein,CONTIG34+_anno1.g15081,N0.HOG0007472
Pstein,CONTIG34+_anno2.g6076,N0.HOG0007183
Pstein,CONTIG34-_anno1.g15020,N0.HOG0007805
Pstein,CONTIG34-_anno1.g15027,N0.HOG0007800
Pstein,CONTIG35-_anno1.g7953,N0.HOG0008635
Pstein,CONTIG35-_anno1.g7988,N0.HOG0008913
Pstein,CONTIG36+_anno1.g9675,N0.HOG0006833
Pstein,CONTIG36+_anno2.g14052,N0.HOG0006038
Pstein,CONTIG37-_anno1.g5191,N0.HOG0007737
Pstein,CONTIG38-_anno1.g3743,N0.HOG0007233
Pstein,CONTIG38-_anno1.g3879,N0.HOG0005091
Pstein,CONTIG39+_anno1.g15908,N0.HOG0005474
Pstein,CONTIG39+_anno1.g15921,N0.HOG0009004
Pstein,CONTIG39-_anno1.g15640,N0.HOG0007093
Pstein,CONTIG39-_anno1.g15758,N0.HOG0006647
Pstein,CONTIG40+_anno1.g12669,N0.HOG0007239
Pstein,CONTIG40+_anno1.g12779,N0.HOG0007654
Pstein,CONTIG40-_anno1.g12560,N0.HOG0008741
Pstein,CONTIG40-_anno1.g12578,N0.HOG0006263
Pstein,CONTIG40-_anno1.g12653,N0.HOG0006152
Pstein,CONTIG40-_anno1.g12704,N0.HOG0008783
Pstein,CONTIG41+_anno1.g3157,N0.HOG0005696
Pstein,CONTIG41+_anno1.g3262,N0.HOG0007138
Pstein,CONTIG41+_anno1.g3302,N0.HOG0008024
Pstein,CONTIG41-_anno1.g3423,N0.HOG0006553
Pstein,CONTIG41-_anno1.g3462,N0.HOG0005567
Pstein,CONTIG41-_anno1.g3506,N0.HOG0008307
Pstein,CONTIG42+_anno1.g15559,N0.HOG0008754
Pstein,CONTIG42-_anno1.g15416,N0.HOG0006498
Pstein,CONTIG42-_anno1.g15522,N0.HOG0008646
Pstein,CONTIG43+_anno1.g1664,N0.HOG0006968
Pstein,CONTIG43+_anno1.g1832,N0.HOG0006212
Pstein,CONTIG43+_anno1.g1879,N0.HOG0006930
Pstein,CONTIG43-_anno1.g1757,N0.HOG0006531
Pstein,CONTIG44+_anno1.g14884,N0.HOG0007551
Pstein,CONTIG44+_anno2.g3923,N0.HOG0001074
Pstein,CONTIG44-_anno1.g14535,N0.HOG0006692
Pstein,CONTIG44-_anno1.g14582,N0.HOG0007763
Pstein,CONTIG44-_anno1.g14589,N0.HOG0007826
Pstein,CONTIG44-_anno1.g14600,N0.HOG0004090
Pstein,CONTIG45-_anno1.g7471,N0.HOG0007692
Pstein,CONTIG45-_anno1.g7744,N0.HOG0007368
Pstein,CONTIG45-_anno1.g7761,N0.HOG0006649
Pstein,CONTIG46+_anno1.g9385,N0.HOG0004013
Pstein,CONTIG46+_anno1.g9388,N0.HOG0007353
Pstein,CONTIG46+_anno1.g9519,N0.HOG0007751
Pstein,CONTIG46+_anno1.g9522,N0.HOG0006191
Pstein,CONTIG47+_anno1.g2324,N0.HOG0007336
Pstein,CONTIG47+_anno1.g2413,N0.HOG0004617
Pstein,CONTIG47+_anno1.g2416,N0.HOG0007659
Pstein,CONTIG47+_anno1.g2543,N0.HOG0006492
Pstein,CONTIG47+_anno1.g2815,N0.HOG0007085
Pstein,CONTIG47+_anno1.g2897,N0.HOG0007869
Pstein,CONTIG47-_anno1.g2540,N0.HOG0006651
Pstein,CONTIG47-_anno1.g2703,N0.HOG0006226
Pstein,CONTIG47-_anno1.g2857,N0.HOG0006976
Pstein,CONTIG47-_anno1.g2904,N0.HOG0001009
Pstein,CONTIG47-_anno2.g9690,N0.HOG0007808
Pstein,CONTIG48+_anno1.g336,N0.HOG0007927
Pstein,CONTIG48+_anno1.g413,N0.HOG0007256
Pstein,CONTIG48+_anno1.g445,N0.HOG0007535
Pstein,CONTIG48+_anno1.g452,N0.HOG0006675
Pstein,CONTIG48+_anno1.g470,N0.HOG0006917
Pstein,CONTIG48+_anno1.g733,N0.HOG0006910
Pstein,CONTIG48+_anno1.g98,N0.HOG0007639
Pstein,CONTIG48+_anno2.g10877,N0.HOG0007075
Pstein,CONTIG48-_anno1.g210,N0.HOG0006267
Pstein,CONTIG48-_anno1.g513,N0.HOG0007433
Pstein,CONTIG48-_anno1.g520,N0.HOG0007339
Pstein,CONTIG48-_anno1.g534,N0.HOG0007672
Pstein,CONTIG48-_anno1.g618,N0.HOG0006358
Pstein,CONTIG48-_anno1.g654,N0.HOG0007627
Pstein,CONTIG48-_anno1.g777,N0.HOG0007584
Pstein,CONTIG48-_anno1.g910,N0.HOG0006344
Pstein,CONTIG49+_anno1.g8448,N0.HOG0007695
Pstein,CONTIG49+_anno1.g8462,N0.HOG0006291
Pstein,CONTIG49+_anno1.g8846,N0.HOG0007385
Pstein,CONTIG49-_anno1.g8272,N0.HOG0006470
Pstein,CONTIG49-_anno1.g8336,N0.HOG0007223
Pstein,CONTIG49-_anno1.g8653,N0.HOG0004497
Pstein,CONTIG49-_anno2.g3649,N0.HOG0006230
Pstein,CONTIG50+_anno1.g1242,N0.HOG0006029
Pstein,CONTIG50+_anno1.g1433,N0.HOG0007402
Pstein,CONTIG50+_anno1.g1550,N0.HOG0006530
Pstein,CONTIG50-_anno1.g1006,N0.HOG0006233
Pstein,CONTIG50-_anno1.g1080,N0.HOG0006990
Pstein,CONTIG50-_anno1.g1082,N0.HOG0006700
Pstein,CONTIG50-_anno1.g1168,N0.HOG0006244
Pstein,CONTIG51+_anno1.g10685,N0.HOG0007405
Pstein,CONTIG51+_anno1.g10927,N0.HOG0008920
Pstein,CONTIG51+_anno1.g11293,N0.HOG0007340
Pstein,CONTIG51+_anno1.g11312,N0.HOG0006613
Pstein,CONTIG51-_anno1.g10481,N0.HOG0006401
Pstein,CONTIG51-_anno1.g10521,N0.HOG0005128
Pstein,CONTIG51-_anno1.g10694,N0.HOG0000253
Pstein,CONTIG51-_anno1.g10792,N0.HOG0008082
Pstein,CONTIG51-_anno1.g10825,N0.HOG0006603
Pstein,CONTIG51-_anno1.g10846,N0.HOG0007001
Pstein,CONTIG51-_anno1.g11057,N0.HOG0007889
Pstein,CONTIG51-_anno1.g11099,N0.HOG0007764
Pstein,CONTIG51-_anno1.g11361,N0.HOG0006283
Pstein,CONTIG52+_anno1.g4211,N0.HOG0007349
Pstein,CONTIG52+_anno1.g4258,N0.HOG0006957
Pstein,CONTIG52+_anno1.g4325,N0.HOG0007034
Pstein,CONTIG52+_anno1.g4508,N0.HOG0006250
Pstein,CONTIG52+_anno1.g4749,N0.HOG0005964
Pstein,CONTIG52+_anno1.g4896,N0.HOG0007347
Pstein,CONTIG52-_anno1.g4133,N0.HOG0006998
Pstein,CONTIG52-_anno1.g4210,N0.HOG0006959
Pstein,CONTIG52-_anno1.g4221,N0.HOG0006391
Pstein,CONTIG52-_anno1.g4346,N0.HOG0008400
Pstein,CONTIG52-_anno1.g4436,N0.HOG0007118
Pstein,CONTIG52-_anno1.g4443,N0.HOG0007563
Pstein,CONTIG52-_anno1.g4927,N0.HOG0003587
Pstein,CONTIG52-_anno2.g2350,N0.HOG0001348
Pstein,CONTIG53+_anno1.g13467,N0.HOG0007916
Pstein,CONTIG53+_anno1.g13998,N0.HOG0006931
Pstein,CONTIG53+_anno1.g14003,N0.HOG0006885
Pstein,CONTIG53+_anno1.g14044,N0.HOG0007393
Pstein,CONTIG53+_anno1.g14101,N0.HOG0007749
Pstein,CONTIG53+_anno1.g14103,N0.HOG0006423
Pstein,CONTIG53+_anno1.g14363,N0.HOG0007090
Pstein,CONTIG53+_anno2.g4420,N0.HOG0007246
Pstein,CONTIG53-_anno1.g14274,N0.HOG0006093
Pstein,CONTIG53-_anno1.g14474,N0.HOG0008236
Pstein,CONTIG54+_anno1.g11747,N0.HOG0007399
Pstein,CONTIG54+_anno1.g11754,N0.HOG0007838
Pstein,CONTIG54+_anno1.g11910,N0.HOG0002076
Pstein,CONTIG54+_anno1.g12216,N0.HOG0006028
Pstein,CONTIG54-_anno1.g11764,N0.HOG0006869
Pstein,CONTIG54-_anno1.g12129,N0.HOG0007847
Pstein,CONTIG55+_anno1.g6201,N0.HOG0006195
Pstein,CONTIG55+_anno1.g6202,N0.HOG0006120
Pstein,CONTIG55+_anno1.g6242,N0.HOG0005030
Pstein,CONTIG55+_anno1.g6267,N0.HOG0007431
Pstein,CONTIG55+_anno1.g6308,N0.HOG0004934
Pstein,CONTIG55+_anno1.g6395,N0.HOG0006561
Pstein,CONTIG55+_anno1.g6400,N0.HOG0006858
Pstein,CONTIG55+_anno1.g6426,N0.HOG0008386
Pstein,CONTIG55+_anno1.g6817,N0.HOG0006641
Pstein,CONTIG55+_anno1.g6867,N0.HOG0006962
Pstein,CONTIG55+_anno1.g6882,N0.HOG0004760
Pstein,CONTIG55+_anno1.g6920,N0.HOG0007557
Pstein,CONTIG55+_anno2.g1259,N0.HOG0007100
Pstein,CONTIG55-_anno1.g6045,N0.HOG0007113
Pstein,CONTIG55-_anno1.g6335,N0.HOG0006452
Pstein,CONTIG55-_anno1.g6372,N0.HOG0007866
Pstein,CONTIG55-_anno1.g6515,N0.HOG0007258
Pstein,CONTIG55-_anno1.g6959,N0.HOG0007568
Pstein,CONTIG55-_anno1.g7326,N0.HOG0007042
Pstein,CONTIG55-_anno2.g1222,N0.HOG0000837
Pstein,CONTIG55-_anno2.g1518,N0.HOG0007232
Pvande,Pvan000137,N0.HOG0006823
Pvande,Pvan000184,N0.HOG0006230
Pvande,Pvan000196,N0.HOG0006093
Pvande,Pvan000201,N0.HOG0007339
Pvande,Pvan000211,N0.HOG0008635
Pvande,Pvan000247,N0.HOG0008754
Pvande,Pvan000302,N0.HOG0008741
Pvande,Pvan000490,N0.HOG0007433
Pvande,Pvan000519,N0.HOG0006989
Pvande,Pvan000607,N0.HOG0007749
Pvande,Pvan001087,N0.HOG0006194
Pvande,Pvan001570,N0.HOG0007402
Pvande,Pvan001572,N0.HOG0007070
Pvande,Pvan001634,N0.HOG0007772
Pvande,Pvan001729,N0.HOG0006885
Pvande,Pvan001762,N0.HOG0006423
Pvande,Pvan001780,N0.HOG0004497
Pvande,Pvan002131,N0.HOG0007443
Pvande,Pvan002253,N0.HOG0007034
Pvande,Pvan002314,N0.HOG0006344
Pvande,Pvan002402,N0.HOG0007246
Pvande,Pvan002422,N0.HOG0007805
Pvande,Pvan002443,N0.HOG0006029
Pvande,Pvan002473,N0.HOG0006675
Pvande,Pvan002549,N0.HOG0006233
Pvande,Pvan002758,N0.HOG0007399
Pvande,Pvan002943,N0.HOG0007385
Pvande,Pvan002996,N0.HOG0006613
Pvande,Pvan002999,N0.HOG0007639
Pvande,Pvan003003,N0.HOG0007393
Pvande,Pvan003084,N0.HOG0006537
Pvande,Pvan003179,N0.HOG0006833
Pvande,Pvan003238,N0.HOG0006546
Pvande,Pvan003484,N0.HOG0007256
Pvande,Pvan003622,N0.HOG0006267
Pvande,Pvan003650,N0.HOG0006470
Pvande,Pvan003722,N0.HOG0007223
Pvande,Pvan003754,N0.HOG0006530
Pvande,Pvan003759,N0.HOG0008236
Pvande,Pvan003825,N0.HOG0007695
Pvande,Pvan003987,N0.HOG0006931
Pvande,Pvan004120,N0.HOG0008646
Pvande,Pvan004151,N0.HOG0006038
Pvande,Pvan004178,N0.HOG0006700
Pvande,Pvan004251,N0.HOG0006244
Pvande,Pvan004285,N0.HOG0006917
Pvande,Pvan004318,N0.HOG0006910
Pvande,Pvan004496,N0.HOG0006498
Pvande,Pvan004537,N0.HOG0007535
Pvande,Pvan004545,N0.HOG0006358
Pvande,Pvan004695,N0.HOG0001010
Pvande,Pvan004738,N0.HOG0007927
Pvande,Pvan004779,N0.HOG0007090
Pvande,Pvan004816,N0.HOG0006990
Pvande,Pvan004849,N0.HOG0007916
Pvande,Pvan005008,N0.HOG0007737
Pvande,Pvan005088,N0.HOG0007336
Pvande,Pvan005188,N0.HOG0001009
Pvande,Pvan005312,N0.HOG0006976
Pvande,Pvan005316,N0.HOG0007239
Pvande,Pvan005471,N0.HOG0007340
Pvande,Pvan005480,N0.HOG0006152
Pvande,Pvan005649,N0.HOG0007808
Pvande,Pvan005683,N0.HOG0007353
Pvande,Pvan005917,N0.HOG0005091
Pvande,Pvan005990,N0.HOG0006641
Pvande,Pvan006030,N0.HOG0006401
Pvande,Pvan006151,N0.HOG0007659
Pvande,Pvan006188,N0.HOG0007093
Pvande,Pvan006228,N0.HOG0007183
Pvande,Pvan006240,N0.HOG0008920
Pvande,Pvan006253,N0.HOG0007118
Pvande,Pvan006255,N0.HOG0007233
Pvande,Pvan006346,N0.HOG0007869
Pvande,Pvan006412,N0.HOG0006651
Pvande,Pvan006477,N0.HOG0008783
Pvande,Pvan006508,N0.HOG0006492
Pvande,Pvan006688,N0.HOG0006387
Pvande,Pvan006850,N0.HOG0006226
Pvande,Pvan006863,N0.HOG0005128
Pvande,Pvan006872,N0.HOG0000253
Pvande,Pvan007143,N0.HOG0007085
Pvande,Pvan007152,N0.HOG0004013
Pvande,Pvan007314,N0.HOG0006212
Pvande,Pvan007415,N0.HOG0007764
Pvande,Pvan007422,N0.HOG0008913
Pvande,Pvan007540,N0.HOG0006603
Pvande,Pvan007576,N0.HOG0009004
Pvande,Pvan007766,N0.HOG0006191
Pvande,Pvan007787,N0.HOG0006841
Pvande,Pvan007811,N0.HOG0006283
Pvande,Pvan007854,N0.HOG0007001
Pvande,Pvan008195,N0.HOG0007889
Pvande,Pvan008269,N0.HOG0007472
Pvande,Pvan008527,N0.HOG0007405
Pvande,Pvan008653,N0.HOG0007654
Pvande,Pvan009036,N0.HOG0006263
Pvande,Pvan009118,N0.HOG0006291
Pvande,Pvan009217,N0.HOG0002076
Pvande,Pvan009304,N0.HOG0007368
Pvande,Pvan009436,N0.HOG0007113
Pvande,Pvan009483,N0.HOG0007258
Pvande,Pvan009545,N0.HOG0007100
Pvande,Pvan009637,N0.HOG0007689
Pvande,Pvan009654,N0.HOG0005474
Pvande,Pvan009763,N0.HOG0006692
Pvande,Pvan009860,N0.HOG0007584
Pvande,Pvan010027,N0.HOG0007357
Pvande,Pvan010093,N0.HOG0006250
Pvande,Pvan010281,N0.HOG0007568
Pvande,Pvan010283,N0.HOG0005567
Pvande,Pvan010291,N0.HOG0004760
Pvande,Pvan010298,N0.HOG0006968
Pvande,Pvan010391,N0.HOG0007627
Pvande,Pvan010588,N0.HOG0007672
Pvande,Pvan010676,N0.HOG0008307
Pvande,Pvan010734,N0.HOG0008400
Pvande,Pvan010833,N0.HOG0006957
Pvande,Pvan010957,N0.HOG0005696
Pvande,Pvan010960,N0.HOG0007838
Pvande,Pvan011071,N0.HOG0006858
Pvande,Pvan011128,N0.HOG0005964
Pvande,Pvan011267,N0.HOG0007075
Pvande,Pvan011302,N0.HOG0007992
Pvande,Pvan011347,N0.HOG0006962
Pvande,Pvan011357,N0.HOG0007551
Pvande,Pvan011460,N0.HOG0006195
Pvande,Pvan011473,N0.HOG0006649
Pvande,Pvan011540,N0.HOG0008954
Pvande,Pvan011608,N0.HOG0006930
Pvande,Pvan011680,N0.HOG0006531
Pvande,Pvan011684,N0.HOG0001348
Pvande,Pvan011732,N0.HOG0006080
Pvande,Pvan011949,N0.HOG0007866
Pvande,Pvan011957,N0.HOG0007232
Pvande,Pvan012104,N0.HOG0006452
Pvande,Pvan012133,N0.HOG0007763
Pvande,Pvan012139,N0.HOG0007826
Pvande,Pvan012149,N0.HOG0004090
Pvande,Pvan012171,N0.HOG0007847
Pvande,Pvan012181,N0.HOG0007751
Pvande,Pvan012373,N0.HOG0006959
Pvande,Pvan012385,N0.HOG0005364
Pvande,Pvan012714,N0.HOG0008386
Pvande,Pvan012809,N0.HOG0007950
Pvande,Pvan012818,N0.HOG0007138
Pvande,Pvan012887,N0.HOG0008024
Pvande,Pvan013021,N0.HOG0001074
Pvande,Pvan013057,N0.HOG0007692
Pvande,Pvan013097,N0.HOG0004934
Pvande,Pvan013116,N0.HOG0006647
Pvande,Pvan013176,N0.HOG0007214
Pvande,Pvan013271,N0.HOG0007431
Pvande,Pvan013401,N0.HOG0006561
Pvande,Pvan013600,N0.HOG0008005
Pvande,Pvan013655,N0.HOG0007042
Pvande,Pvan013716,N0.HOG0007349
Pvande,Pvan013722,N0.HOG0003587
Pvande,Pvan013791,N0.HOG0006028
Pvande,Pvan013805,N0.HOG0007563
Pvande,Pvan013915,N0.HOG0004617
Pvande,Pvan013919,N0.HOG0005030
Pvande,Pvan013936,N0.HOG0006998
Pvande,Pvan014159,N0.HOG0006120
Pvande,Pvan014281,N0.HOG0007347
Pvande,Pvan014525,N0.HOG0000837
Pvande,Pvan014749,N0.HOG0006869
Pvande,Pvan015120,N0.HOG0007880
Pvande,Pvan015567,N0.HOG0007953
Pvande,Pvan015774,N0.HOG0006391
Pvande,Pvan016104,N0.HOG0007800
Pvande,Pvan016423,N0.HOG0007557
Pvande,Pvan016428,N0.HOG0006553
Pvande,Pvan017163,N0.HOG0008082
Tgraci,CONTIG14-_anno1.g10728,N0.HOG0006391
Tgraci,CONTIG17+_anno1.g5107,N0.HOG0006492
Tgraci,CONTIG18-_anno1.g4193,N0.HOG0008005
Tgraci,CONTIG19+_anno2.g11405,N0.HOG0007183
Tgraci,CONTIG20-_anno1.g4959,N0.HOG0008082
Tgraci,CONTIG21+_anno1.g13989,N0.HOG0007800
Tgraci,CONTIG22+_anno1.g229,N0.HOG0007070
Tgraci,CONTIG23+_anno1.g5184,N0.HOG0006230
Tgraci,CONTIG23+_anno1.g5222,N0.HOG0007433
Tgraci,CONTIG23-_anno1.g5151,N0.HOG0007639
Tgraci,CONTIG23-_anno1.g5221,N0.HOG0007339
Tgraci,CONTIG26+_anno1.g4264,N0.HOG0006869
Tgraci,CONTIG26+_anno1.g4309,N0.HOG0004760
Tgraci,CONTIG26-_anno1.g4382,N0.HOG0007042
Tgraci,CONTIG28-_anno1.g10818,N0.HOG0007258
Tgraci,CONTIG29+_anno1.g3927,N0.HOG0007953
Tgraci,CONTIG29-_anno1.g3935,N0.HOG0000837
Tgraci,CONTIG31+_anno1.g3841,N0.HOG0007551
Tgraci,CONTIG31-_anno1.g3729,N0.HOG0006452
Tgraci,CONTIG31-_anno1.g3774,N0.HOG0008400
Tgraci,CONTIG31-_anno2.g9682,N0.HOG0007950
Tgraci,CONTIG32+_anno1.g286,N0.HOG0007568
Tgraci,CONTIG32+_anno1.g436,N0.HOG0007847
Tgraci,CONTIG32+_anno1.g631,N0.HOG0007138
Tgraci,CONTIG32+_anno1.g677,N0.HOG0002076
Tgraci,CONTIG32-_anno1.g317,N0.HOG0007627
Tgraci,CONTIG32-_anno1.g338,N0.HOG0005030
Tgraci,CONTIG32-_anno2.g14838,N0.HOG0006561
Tgraci,CONTIG33+_anno1.g14290,N0.HOG0005474
Tgraci,CONTIG33-_anno1.g14125,N0.HOG0007866
Tgraci,CONTIG33-_anno1.g14168,N0.HOG0007357
Tgraci,CONTIG35+_anno1.g11134,N0.HOG0006553
Tgraci,CONTIG35+_anno2.g10956,N0.HOG0007557
Tgraci,CONTIG36+_anno1.g11340,N0.HOG0007075
Tgraci,CONTIG36-_anno1.g11269,N0.HOG0007692
Tgraci,CONTIG36-_anno1.g11311,N0.HOG0006998
Tgraci,CONTIG36-_anno1.g11626,N0.HOG0005364
Tgraci,CONTIG36-_anno1.g11815,N0.HOG0007672
Tgraci,CONTIG36-_anno1.g11825,N0.HOG0008307
Tgraci,CONTIG36-_anno1.g11850,N0.HOG0008024
Tgraci,CONTIG36-_anno1.g11927,N0.HOG0006649
Tgraci,CONTIG36-_anno2.g4785,N0.HOG0007751
Tgraci,CONTIG37+_anno1.g1166,N0.HOG0008741
Tgraci,CONTIG37+_anno1.g1471,N0.HOG0006885
Tgraci,CONTIG37+_anno1.g1515,N0.HOG0007399
Tgraci,CONTIG37+_anno1.g1577,N0.HOG0003587
Tgraci,CONTIG37+_anno1.g1728,N0.HOG0007246
Tgraci,CONTIG37-_anno1.g1048,N0.HOG0006989
Tgraci,CONTIG37-_anno1.g1090,N0.HOG0008635
Tgraci,CONTIG37-_anno1.g1103,N0.HOG0006546
Tgraci,CONTIG37-_anno1.g1119,N0.HOG0007805
Tgraci,CONTIG37-_anno1.g1162,N0.HOG0006195
Tgraci,CONTIG37-_anno1.g1324,N0.HOG0007443
Tgraci,CONTIG37-_anno1.g1598,N0.HOG0001010
Tgraci,CONTIG37-_anno1.g1669,N0.HOG0006833
Tgraci,CONTIG37-_anno1.g761,N0.HOG0007772
Tgraci,CONTIG37-_anno1.g772,N0.HOG0006093
Tgraci,CONTIG37-_anno1.g821,N0.HOG0006537
Tgraci,CONTIG37-_anno1.g901,N0.HOG0008236
Tgraci,CONTIG37-_anno2.g5736,N0.HOG0006423
Tgraci,CONTIG37-_anno2.g6674,N0.HOG0006038
Tgraci,CONTIG38+_anno1.g7488,N0.HOG0007368
Tgraci,CONTIG38+_anno1.g7517,N0.HOG0008954
Tgraci,CONTIG38+_anno1.g7757,N0.HOG0004617
Tgraci,CONTIG38+_anno1.g7783,N0.HOG0006531
Tgraci,CONTIG38+_anno1.g7958,N0.HOG0005567
Tgraci,CONTIG38+_anno1.g8222,N0.HOG0007214
Tgraci,CONTIG38+_anno1.g8335,N0.HOG0005696
Tgraci,CONTIG38-_anno1.g7585,N0.HOG0006858
Tgraci,CONTIG38-_anno1.g8036,N0.HOG0006968
Tgraci,CONTIG38-_anno1.g8199,N0.HOG0006028
Tgraci,CONTIG38-_anno1.g8320,N0.HOG0007838
Tgraci,CONTIG39+_anno1.g6582,N0.HOG0006692
Tgraci,CONTIG39+_anno1.g6599,N0.HOG0007992
Tgraci,CONTIG39+_anno1.g6640,N0.HOG0006959
Tgraci,CONTIG39+_anno1.g6814,N0.HOG0006962
Tgraci,CONTIG39+_anno1.g7187,N0.HOG0005964
Tgraci,CONTIG39+_anno1.g7204,N0.HOG0006291
Tgraci,CONTIG39+_anno1.g7337,N0.HOG0007763
Tgraci,CONTIG39-_anno1.g6580,N0.HOG0007232
Tgraci,CONTIG39-_anno1.g6639,N0.HOG0007349
Tgraci,CONTIG39-_anno1.g6664,N0.HOG0007584
Tgraci,CONTIG39-_anno1.g6717,N0.HOG0006957
Tgraci,CONTIG39-_anno1.g6859,N0.HOG0006250
Tgraci,CONTIG39-_anno1.g6877,N0.HOG0007118
Tgraci,CONTIG39-_anno1.g6983,N0.HOG0007689
Tgraci,CONTIG39-_anno1.g7081,N0.HOG0007347
Tgraci,CONTIG39-_anno1.g7231,N0.HOG0007113
Tgraci,CONTIG39-_anno1.g7280,N0.HOG0007563
Tgraci,CONTIG39-_anno1.g7285,N0.HOG0007431
Tgraci,CONTIG39-_anno1.g7334,N0.HOG0007826
Tgraci,CONTIG39-_anno1.g7374,N0.HOG0004090
Tgraci,CONTIG40+_anno1.g12832,N0.HOG0008646
Tgraci,CONTIG40+_anno1.g13345,N0.HOG0006233
Tgraci,CONTIG40+_anno1.g13536,N0.HOG0006498
Tgraci,CONTIG40+_anno1.g13563,N0.HOG0007393
Tgraci,CONTIG40-_anno1.g12807,N0.HOG0006194
Tgraci,CONTIG40-_anno1.g12926,N0.HOG0006931
Tgraci,CONTIG40-_anno1.g13114,N0.HOG0007090
Tgraci,CONTIG40-_anno1.g13672,N0.HOG0006823
Tgraci,CONTIG40-_anno1.g13711,N0.HOG0006917
Tgraci,CONTIG40-_anno1.g13791,N0.HOG0007402
Tgraci,CONTIG40-_anno2.g3414,N0.HOG0008754
Tgraci,CONTIG41+_anno1.g12079,N0.HOG0006120
Tgraci,CONTIG41+_anno1.g12137,N0.HOG0006930
Tgraci,CONTIG41+_anno1.g12760,N0.HOG0007880
Tgraci,CONTIG41+_anno2.g1998,N0.HOG0001348
Tgraci,CONTIG41-_anno1.g12043,N0.HOG0007100
Tgraci,CONTIG41-_anno1.g12196,N0.HOG0001074
Tgraci,CONTIG41-_anno1.g12220,N0.HOG0004934
Tgraci,CONTIG41-_anno1.g12470,N0.HOG0006080
Tgraci,CONTIG42+_anno1.g8880,N0.HOG0001009
Tgraci,CONTIG42+_anno1.g8978,N0.HOG0007093
Tgraci,CONTIG42+_anno1.g9007,N0.HOG0007353
Tgraci,CONTIG42-_anno1.g8545,N0.HOG0009004
Tgraci,CONTIG42-_anno1.g8593,N0.HOG0007405
Tgraci,CONTIG42-_anno1.g8804,N0.HOG0008386
Tgraci,CONTIG42-_anno1.g8935,N0.HOG0007659
Tgraci,CONTIG42-_anno1.g8938,N0.HOG0008913
Tgraci,CONTIG42-_anno2.g3157,N0.HOG0006191
Tgraci,CONTIG43+_anno1.g5363,N0.HOG0007472
Tgraci,CONTIG43+_anno1.g5384,N0.HOG0005128
Tgraci,CONTIG43+_anno1.g5519,N0.HOG0007764
Tgraci,CONTIG43+_anno1.g5611,N0.HOG0000253
Tgraci,CONTIG43+_anno1.g5857,N0.HOG0008920
Tgraci,CONTIG43+_anno1.g5885,N0.HOG0006283
Tgraci,CONTIG43+_anno1.g6403,N0.HOG0007737
Tgraci,CONTIG43+_anno2.g822,N0.HOG0006387
Tgraci,CONTIG43+_anno2.g925,N0.HOG0006401
Tgraci,CONTIG43-_anno1.g5942,N0.HOG0006651
Tgraci,CONTIG43-_anno1.g6158,N0.HOG0007749
Tgraci,CONTIG43-_anno1.g6163,N0.HOG0007233
Tgraci,CONTIG43-_anno1.g6196,N0.HOG0004013
Tgraci,CONTIG43-_anno1.g6321,N0.HOG0007085
Tgraci,CONTIG43-_anno1.g6419,N0.HOG0007808
Tgraci,CONTIG43-_anno2.g500,N0.HOG0006841
Tgraci,CONTIG44+_anno1.g1869,N0.HOG0006613
Tgraci,CONTIG44+_anno1.g1982,N0.HOG0006675
Tgraci,CONTIG44+_anno1.g2280,N0.HOG0006244
Tgraci,CONTIG44+_anno1.g2745,N0.HOG0007695
Tgraci,CONTIG44+_anno1.g2830,N0.HOG0006470
Tgraci,CONTIG44+_anno1.g3115,N0.HOG0007916
Tgraci,CONTIG44+_anno1.g3148,N0.HOG0006029
Tgraci,CONTIG44+_anno1.g3161,N0.HOG0006910
Tgraci,CONTIG44+_anno2.g12787,N0.HOG0007385
Tgraci,CONTIG44-_anno1.g2113,N0.HOG0007034
Tgraci,CONTIG44-_anno1.g2247,N0.HOG0006990
Tgraci,CONTIG44-_anno1.g2251,N0.HOG0006700
Tgraci,CONTIG44-_anno1.g2523,N0.HOG0004497
